Company Name,Exchange:Ticker,Ticker,Company Type,Primary Exchange,Secondary Listings,Geographic Locations,Market Cap USDmm Latest,Security Tickers,Primary Sector,Industry Classifications,Headquarters Country/Region,CIK,Equity Currency
"FormFactor, Inc.",NasdaqGS:FORM,FORM,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),11566.1,NasdaqGS:FORM; DB:FMF,Information Technology,Automatic Testing Equipment (Primary); Back-End Equipment (Primary); Information Technology (Primary); Semiconductor Manufacturing Machinery (Primary); Semiconductor Materials and Equipment (Primary); Semiconductors and Semiconductor Equipment (Primary); Semiconductors and Semiconductor Equipment (Primary); Analog and Mixed Signal; Cryogenic Equipment; Digital; Health Care; Health Care Equipment; Health Care Equipment and Services; Health Care Equipment and Supplies; Microcontroller; Microprocessors; Semiconductors,United States,0001039399,US Dollar
Webster Financial Corporation,NYSE:WBS,WBS,Public Company,New York Stock Exchange (NYSE),"NYSE:WBS.PRF
Company: Webster Financial Corporation
(IQT545831525) - New York Stock Exchange (NYSE)",United States of America (Primary),11564.8,NYSE:WBS; NYSE:WBS.PRF; DB:WED,Financials,Banks (Primary); Banks (Primary); Financials (Primary); National and State Commercial Banks (Primary); National Commercial Banks (Primary); Regional Banks (Primary); Asset Management and Custody Banks; Capital Markets; Commercial and Professional Services; Commercial and Residential Mortgage Finance; Commercial Services and Supplies; Financial Services; Financial Services; Holding Companies; Industrials; Insurance; Insurance; Insurance Brokers; Investment Banking and Brokerage; Investment Services and Holding Companies; Multi-Sector Holdings; Office Services and Supplies; Offices Of Bank Holding Companies; Outsourced Business Services; Securities and Commodities Markets Services,United States,0000801337,US Dollar
"Guardant Health, Inc.",NasdaqGS:GH,GH,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),11525.9,NasdaqGS:GH; BIT:1GH; BMV:GH *; DB:5GH,Health Care,"Health Care (Primary); Health Care Equipment and Services (Primary); Health Care Providers and Services (Primary); Health Care Services (Primary); Health Care Equipment; Health Care Equipment and Supplies; Health Care Technology; Health Care Technology; Life Sciences Tools and Services; Life Sciences Tools and Services; Medical Testing, Analyzing, and Diagnostic Equipment; Pharmaceuticals, Biotechnology and Life Sciences",United States,0001576280,US Dollar
"Smithfield Foods, Inc.",NasdaqGS:SFD,SFD,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),11521.0,NasdaqGS:SFD; DB:4IT,Consumer Staples,"Animal Feed (Primary); Consumer Staples (Primary); Food Products (Primary); Food, Beverage and Tobacco (Primary); Hogs (Primary); Livestock And Animal Specialties (Primary); Livestock Feed (Primary); Meat Processing (Primary); Meat Products (Primary); Meats, Meat Processing And Meat Related Products (Primary); Packaged Foods and Meats (Primary); Processed Cold Cuts (Primary); Sausage and Hot Dogs (Primary); Specialty Meat Products (Primary); Agricultural Services; Air Freight and Logistics; Air Freight and Logistics; Animal Services; Commercial and Professional Services; Commercial Services and Supplies; Environmental and Facilities Services; Health Care; Industrials; Livestock Services; Medicinal Chemicals and Botanical Products; Pharmaceuticals; Pharmaceuticals; Pharmaceuticals, Biotechnology and Life Sciences; Transportation",United States,0000091388,US Dollar
"Assurant, Inc.",NYSE:AIZ,AIZ,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11473.9,NYSE:AIZ; BMV:AIZ *; BOVESPA:A1SU34; DB:ZAS; LSE:0HIN,Financials,Casualty (Primary); Commercial Property Insurance (Primary); Financials (Primary); Homeowner's and Renter's Insurance (Primary); Insurance (Primary); Insurance (Primary); Motor Vehicle Insurance (Primary); Personal Property Insurance (Primary); Property (Primary); Property and Casualty Insurance (Primary); Multi-line Insurance,United States,0001267238,US Dollar
"Essential Utilities, Inc.",NYSE:WTRG,WTRG,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11425.6,NYSE:WTRG; BMV:WTRG *; DB:A2A,Utilities,Utilities (Primary); Utilities (Primary); Waste Water Treatment (Primary); Water Supply (Primary); Water Utilities (Primary); Water Utilities (Primary); Commercial and Professional Services; Commercial Services and Supplies; Consumer Discretionary; Consumer Repair Services; Consumer Services; Diversified Consumer Services; Environmental and Facilities Services; Gas Utilities; Gas Utilities; Industrials; Oil and Gas Distribution; Specialized Consumer Services,United States,0000078128,US Dollar
"Crown Holdings, Inc.",NYSE:CCK,CCK,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11418.7,NYSE:CCK; BMV:CCK *; DB:CWN; LSE:0I4X,Materials,"Aerosol Packaging (Primary); Containers and Packaging (Primary); Glass Bottles (Primary); Glass Containers (Primary); Glass Packaging (Primary); Materials (Primary); Materials (Primary); Metal Cans (Primary); Metal Packaging (Primary); Metal, Glass and Plastic Containers (Primary); Plastic Packaging (Primary); Plastic Packaging Film And Sheet (Primary); Chemicals; Commodity Chemicals; Crowns And Closures; Diversified Metals and Mining; Fabricated Structural Metal Products; Films; Metals and Mining; Paper and Plastic Packaging Products and Materials; Plastic and Synthetic Resins",United States,0001219601,US Dollar
Gen Digital Inc.,NasdaqGS:GEN,GEN,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),11392.5,NasdaqGS:GEN; SEP:GEN; WBAG:NLOK; BIT:1NLOK; BMV:GEN *; BOVESPA:S1YM34; DB:SYM; LSE:0AD5; NasdaqGM:GENV.R,Information Technology,Information Technology (Primary); Security Software (Primary); Software (Primary); Software and Services (Primary); Systems Software (Primary); Virus Protection Software (Primary),United States,0000849399,US Dollar
"HubSpot, Inc.",NYSE:HUBS,HUBS,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11322.9,NYSE:HUBS; XTRA:096; BIT:1HUBS; BMV:HUBS *; BOVESPA:H2UB34; DB:096; LSE:0TZZ,Information Technology,Application Hosting Services (Primary); Application Service Providers (ASPs) (Primary); Application Software (Primary); Customer Relationship Management (CRM) (Primary); Information Technology (Primary); Software (Primary); Software and Services (Primary); IT Consulting and Other Services; IT Services,United States,0001404655,US Dollar
"Allison Transmission Holdings, Inc.",NYSE:ALSN,ALSN,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11305.6,NYSE:ALSN; DB:1A7,Industrials,Capital Goods (Primary); Construction Machinery and Heavy Transportation Equipment (Primary); Industrials (Primary); Machinery (Primary); Aluminum; Aluminum Die-Castings; Aluminum Foundries and Castings; Automobile Components; Automobiles and Components; Automotive Parts and Equipment; Consumer Discretionary; Materials; Materials; Metals and Mining; Transmissions and Power Train Parts,United States,0001411207,US Dollar
GoDaddy Inc.,NYSE:GDDY,GDDY,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11304.4,NYSE:GDDY; BIT:1GDDY; BMV:GDDY *; BOVESPA:G2DD34; DB:38D; LSE:0ADG,Information Technology,Domain Name Registration Services (Primary); Domain Services (Primary); Information Technology (Primary); Internet Presence Providers (IPP) (Primary); Internet Services and Infrastructure (Primary); IT Services (Primary); Software and Services (Primary); Web Hosting (Primary); Advertising; Application Hosting Services; Application Software; Communication Services; Enterprise Resource Planning (ERP) Software; Enterprise Software; General Ledger and Accounting Software; Information Technology (IT) Consulting; Interactive Media and Services; Interactive Media and Services; IT Consulting and Other Services; Marketing Services; Media; Media and Entertainment; Payment and POS Processing Software; Services Outsourcing; Software; Web Design,United States,0001609711,US Dollar
MP Materials Corp.,NYSE:MP,MP,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11249.9,NYSE:MP; BIT:1MP; BMV:MP *; BOVESPA:M2PM34; DB:55H0,Materials,Diversified Metal Ores (Primary); Diversified Metals and Mining (Primary); Materials (Primary); Materials (Primary); Metals and Mining (Primary),United States,0001801368,US Dollar
"SPX Technologies, Inc.",NYSE:SPXC,SPXC,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11237.6,NYSE:SPXC; DB:SPW0,Industrials,"Capital Goods (Primary); Industrial Air Conditioning and Cooling Equipment (Primary); Industrial Heat Generating Equipment (Primary); Industrial Heating, Ventilation, Air Conditioning, and Refrigeration Equipment and Supplies (Primary); Industrial Machinery and Supplies and Components (Primary); Industrials (Primary); Machinery (Primary); Communications Equipment; Communications Equipment; Electronic Equipment and Instruments; Electronic Equipment, Instruments and Components; Industry Specific Electronics; Information Technology; Measuring, Analyzing, and Controlling Instruments; Technology Hardware and Equipment; Technology Hardware, Storage and Peripherals; Technology Hardware, Storage and Peripherals",United States,0000040834; 0000088205,US Dollar
"Medpace Holdings, Inc.",NasdaqGS:MEDP,MEDP,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),11236.0,NasdaqGS:MEDP; BIT:1MEDP; BMV:MEDP *; DB:01P,Health Care,"Health Care (Primary); Life Sciences Tools and Services (Primary); Life Sciences Tools and Services (Primary); Pharmaceuticals, Biotechnology and Life Sciences (Primary)",United States,0001668397,US Dollar
GameStop Corp.,NYSE:GME,GME,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11213.9,NYSE:GME; SWX:GME; WBAG:GME; XTRA:GS2C; NYSE:GME.WS; BIT:1GME; BMV:GME *; DB:GS2C; LSE:0A6L,Consumer Discretionary,"Computer and Computer Software Stores (Primary); Computer and Electronics Retail (Primary); Consumer Discretionary (Primary); Consumer Discretionary Distribution and Retail (Primary); Online Computer Hardware and Software Retail (Primary); Specialty Retail (Primary); Casinos and Gaming; Consumer Services; Gaming Operations; Hotels, Restaurants and Leisure; Online Gaming Operations",United States,0001157644; 0001326380,US Dollar
Elanco Animal Health Incorporated,NYSE:ELAN,ELAN,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11181.1,NYSE:ELAN; BMV:ELAN *; DB:5EA,Health Care,"Health Care (Primary); Pharmaceutical Products (Primary); Pharmaceuticals (Primary); Pharmaceuticals (Primary); Pharmaceuticals, Biotechnology and Life Sciences (Primary); Veterinary Drugs (Primary)",United States,0001739104,US Dollar
"Guidewire Software, Inc.",NYSE:GWRE,GWRE,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11111.3,NYSE:GWRE; BIT:1GWRE; BMV:GWRE *; BOVESPA:G2WR34; BRSE:GWRE; DB:0GS; LSE:0J1G,Information Technology,Application Software (Primary); Enterprise Software (Primary); Industry Specific Software (Primary); Information Technology (Primary); Insurance Industry Software (Primary); Software (Primary); Software and Services (Primary); B2B Commerce; Business-to-Business (B2B); Communication Services; Information Technology (IT) Consulting; Infrastructure Services; Interactive Media and Services; Interactive Media and Services; Internet Services and Infrastructure; IT Consulting and Other Services; IT Services; Media and Entertainment; Online Services; Online Small Business Portals; Services Outsourcing,United States,0001528396,US Dollar
"The Ensign Group, Inc.",NasdaqGS:ENSG,ENSG,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),11060.1,NasdaqGS:ENSG; BIT:1ENSG; DB:EGB,Health Care,Assisted Living Facilities and Services (Primary); Health Care (Primary); Health Care Equipment and Services (Primary); Health Care Facilities (Primary); Health Care Providers and Services (Primary); Hospitals and Healthcare Centers (Primary); Mobile Healthcare Centers or Services (Primary); Nursing Homes (Primary); Retirement Communities (Primary); Ambulance Services; Diagnostic Imaging Centers; Health Care Property Operators and Lessors; Health Care Services; Healthcare Provider Support Persons; Medical Laboratory Services; Nonresidential Building Operators and Lessors; Nursing Services; Real Estate; Real Estate Management and Development; Real Estate Management and Development; Real Estate Operating Companies; Real Estate Operators And Lessors; X-ray Laboratory Services,United States,0001125376,US Dollar
"Universal Health Services, Inc.",NYSE:UHS,UHS,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11057.4,NYSE:UHS; BMV:UHS *; BOVESPA:U1HS34; DB:UHS; LSE:0LJL,Health Care,Health Care (Primary); Health Care Equipment and Services (Primary); Health Care Facilities (Primary); Health Care Providers and Services (Primary); Hospitals and Healthcare Centers (Primary); Psychiatric Hospital Services (Primary); Specialty Hospitals (Primary); Surgical and Emergency Centers (Primary); Commercial and Professional Services; Commercial Services and Supplies; Financials; General Management Services; Health and Medical Insurance; Industrials; Insurance; Insurance; Life and Health Insurance; Office Services and Supplies,United States,0000352915,US Dollar
"Houlihan Lokey, Inc.",NYSE:HLI,HLI,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),11044.9,NYSE:HLI; DB:2HL,Financials,Capital Markets (Primary); Financial Services (Primary); Financials (Primary); Investment Banking (Primary); Investment Banking and Brokerage (Primary); Merger and Acquisition Advisory Services (Primary); Private Placement Advisory Services (Primary); Asset Management and Custody Banks; Financial Services; Institutional Investment Advice; Investment Advice; Personal Investment Advice; Specialized Finance,United States,0001302215,US Dollar
"Leonardo DRS, Inc.",NasdaqGS:DRS,DRS,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),11013.6,NasdaqGS:DRS; DB:2VZ,Industrials,"Aerospace and Defense (Primary); Aerospace and Defense (Primary); Aircraft Systems, Components and Equipment (Primary); Capital Goods (Primary); Command, Control and Communication Equipment (Primary); Defense Electronics (Primary); Electronic Warfare Systems (Primary); Industrials (Primary); Infrared Sensors (Primary); Electrical Equipment; Electronic Equipment and Instruments; Electronic Equipment, Instruments and Components; Heavy Electrical Equipment; Information Technology; Measuring, Analyzing, and Controlling Instruments; Power Generation Equipment; Technology Hardware and Equipment",United States,0000028630; 0001833756,US Dollar
